174,12,13
177,12,14
121,14,15
173,14,15
180,10,14
224,11,12
120,12,12
156,11,13
131,12,14
262,11,14
166,13,14
403,12,14
114,11,12
202,13,13
151,11,13
144,14,14
113,12,15
127,12,13
223,12,13
150,11,12
182,11,12
161,13,14
167,11,13
133,12,13
102,13,14
182,12,15
122,13,16
118,13,15
116,13,15
120,12,13
116,13,14
133,10,14
178,12,13
312,16,16
112,11,16
135,13,14
119,10,14
119,12,13
155,12,14
152,10,13
118,13,13
427,12,13
128,14,15
169,11,14
157,12,13
220,13,15
196,11,13
188,11,12
216,12,13
123,11,12
106,13,14
200,11,14
120,13,14
97,12,15
132,11,13
151,10,12
108,12,13
148,13,14
97,12,13
125,10,12
129,11,13
132,12,14
115,12,13
107,11,13
112,13,15
103,12,15
127,13,16
102,11,15
143,14,14
105,12,14
261,15,16
106,11,16
113,9,11
102,12,13
101,14,16
115,12,15
118,12,13
99,13,13
273,12,15
86,12,14
131,13,14
91,13,15
90,12,14
126,12,14
95,11,13
99,10,12
187,11,12
105,11,12
92,11,12
135,11,12
110,13,14
136,12,14
148,9,12
98,10,11
84,11,11
324,13,13
92,12,13
94,13,14
99,14,15
92,11,14
135,12,13
121,12,13
107,12,14
100,13,14
108,13,15
123,11,14
128,11,12
100,11,11
101,11,12
335,12,12
1394,12,13
92,14,14
148,12,14
107,10,12
102,12,12
95,12,14
143,11,13
99,12,13
94,13,13
104,9,13
84,11,11
108,9,11
88,10,11
94,11,11
230,13,13
94,12,13
91,12,14
104,12,14
102,12,12
100,12,13
112,13,14
91,14,16
104,11,15
89,12,13
85,10,13
119,11,12
90,11,12
87,12,14
90,11,13
195,13,13
129,12,15
77,11,13
86,16,16
89,13,17
98,11,13
90,13,13
231,14,15
133,12,15
99,14,15
84,12,16
230,12,14
89,12,14
91,12,14
98,11,13
90,10,11
100,11,12
110,11,13
212,12,13
98,11,13
101,13,13
100,15,15
94,11,15
101,11,12
424,11,12
112,13,14
128,11,14
88,14,14
98,11,14
89,12,12
117,12,13
84,10,12
96,13,13
79,11,14
112,10,12
967,12,13
140,14,15
70,12,14
113,11,12
77,12,12
64,12,13
91,13,14
73,13,14
73,10,13
72,11,13
70,10,11
85,13,13
87,12,14
64,11,13
95,13,14
70,12,15
77,13,13
63,11,13
77,12,14
70,14,15
74,12,14
63,13,14
64,12,13
65,12,13
59,13,14
63,10,13
70,14,15
63,14,16
66,13,15
68,12,14
76,10,13
83,12,13
67,12,14
97,12,14
70,12,12
86,12,15
62,12,14
146,15,15
108,10,15
75,13,13
71,13,14
165,11,13
80,13,14
87,11,13
73,12,12
79,11,13
72,12,13
73,12,13
103,14,14
83,13,15
65,11,15
71,12,13
59,10,13
70,12,12
75,11,13
79,13,14
65,12,13
78,15,15
104,13,15
64,12,15
63,13,15
63,14,16
73,12,15
82,12,14
63,12,14
125,13,14
57,11,13
50,11,12
51,12,13
52,11,13
52,12,13
112,12,14
50,13,15
53,12,14
48,12,14
46,10,12
51,14,14
84,12,15
83,13,14
53,12,14
56,13,15
53,11,14
65,12,13
53,11,12
53,11,12
55,13,13
49,11,13
108,12,12
148,13,16
53,11,15
49,12,13
60,12,13
51,11,13
101,12,13
49,9,13
47,10,11
59,14,14
60,12,14
52,13,13
117,12,14
48,11,12
51,13,13
46,12,14
54,12,13
42,13,13
63,9,14
52,13,14
45,13,15
44,14,16
47,11,15
47,14,15
43,10,15
42,12,12
45,12,15
45,13,15
55,13,15
55,12,14
47,11,12
42,12,12
46,13,14
47,12,14
48,15,16
46,14,17
43,11,15
48,13,15
40,10,13
44,13,14
44,11,13
43,12,13
51,10,12
47,12,12
46,11,12
41,12,12
46,11,13
50,13,15
44,11,14
41,11,14
49,12,13
49,12,13
47,11,12
56,11,12
48,11,12
55,14,14
47,12,14
52,14,15
50,13,15
43,11,15
59,13,14
62,10,14
60,10,11
56,12,12
61,14,15
55,12,15
50,11,12
72,13,14
55,11,14
60,11,12
56,12,12
42,8,12
52,10,10
82,13,13
46,12,14
69,14,14
76,12,15
45,12,13
40,11,13
48,11,12
67,13,13
50,13,14
37,12,15
43,12,14
40,12,13
52,17,17
41,12,17
60,13,15
42,11,14
46,11,12
48,10,12
55,13,14
39,11,13
48,13,13
45,13,14
51,12,14
40,10,12
45,12,12
54,10,12
56,13,14
56,14,15
40,11,14
45,12,13
53,12,14
51,11,13
47,12,13
45,11,13
46,12,13
47,12,13
41,11,13
41,10,11
47,12,12
34,12,13
50,14,14
53,13,14
38,11,13
51,14,15
43,11,14
48,12,13
60,13,14
42,11,14
38,12,14
40,11,14
36,11,12
39,13,15
36,13,16
35,12,15
39,12,13
37,11,12
32,10,12
40,12,13
43,16,17
44,11,16
95,12,12
48,14,14
46,13,16
47,11,14
56,12,13
41,11,12
38,10,11
45,11,11
47,11,11
49,12,12
85,12,13
46,12,12
48,12,14
41,12,13
86,11,12
43,12,14
42,12,15
42,11,13
49,12,14
46,9,13
71,10,11
42,12,13
52,11,12
43,13,15
51,10,14
46,12,13
49,12,13
42,11,13
38,11,13
48,11,13
45,13,14
71,11,13
41,11,13
74,13,14
47,11,13
63,11,12
68,13,14
40,12,15
42,14,15
39,11,14
63,14,14
48,11,14
60,10,12
63,9,11
58,12,12
46,13,14
50,12,15
44,10,13
46,12,12
45,12,13
49,12,14
49,12,13
50,12,13
62,12,13
73,15,15
43,14,17
46,11,15
38,12,14
47,12,14
42,12,13
41,12,13
52,10,12
48,11,12
49,13,14
43,13,16
45,14,16
46,12,14
42,12,14
44,13,14
41,11,13
39,12,12
60,10,13
49,13,13
97,13,14
42,11,13
41,12,12
45,13,13
44,12,13
40,11,13
49,12,13
45,11,15
90,11,13
40,10,13
43,11,12
56,10,11
43,13,13
324,10,14
41,12,12
46,12,14
55,11,13
39,11,12
43,14,15
40,10,15
45,14,14
42,11,15
47,11,13
53,13,13
50,13,16
43,12,14
51,11,12
46,13,14
42,11,14
49,13,14
35,11,15
39,11,13
41,12,12
35,11,13
126,14,15
44,12,16
44,11,13
47,11,12
40,12,13
39,13,14
45,13,16
41,10,15
59,14,15
48,13,14
43,10,14
48,14,15
60,12,15
42,11,14
39,11,11
49,13,14
38,12,14
46,12,15
48,11,13
48,11,12
45,12,12
46,11,13
39,12,13
40,12,13
43,13,13
40,11,13
40,10,11
45,13,14
44,12,15
37,11,12
45,14,15
92,11,15
44,13,13
72,13,14
42,12,14
47,10,12
54,14,14
54,9,14
41,13,13
38,11,14
48,13,14
39,11,14
43,12,12
42,12,14
42,9,13
46,13,13
48,12,14
53,13,14
57,13,13
50,10,14
46,12,13
59,13,14
48,10,13
39,11,12
38,11,13
56,11,12
48,11,13
50,13,15
42,12,14
40,11,12
54,12,12
52,12,14
134,11,13
153,11,13
35,11,12
39,12,13
43,11,14
38,12,14
41,12,13
47,13,15
39,10,14
52,12,13
46,12,13
40,12,14
54,14,14
69,11,15
39,11,11
54,14,15
42,12,15
48,13,14
44,14,16
39,12,15
63,12,13
41,12,13
50,13,14
43,12,14
41,13,15
34,10,14
46,12,13
40,14,15
35,11,15
81,13,15
40,13,15
37,14,15
37,13,15
41,11,14
40,11,13
43,12,13
45,13,13
66,11,13
38,11,12
38,11,13
45,11,12
45,14,15
49,13,15
48,11,14
49,13,14
51,12,14
52,11,13
47,12,13
43,11,13
41,13,14
40,12,14
49,13,15
44,10,13
35,9,10
37,11,11
42,11,11
49,14,15
88,11,15
44,11,12
38,14,14
39,12,14
41,10,13
42,11,12
42,12,12
176,11,13
36,12,13
39,11,13
48,12,14
38,12,14
40,11,12
39,12,13
36,12,15
50,12,14
38,12,14
38,11,13
41,10,11
39,11,12
44,12,13
68,12,13
66,14,15
61,11,16
45,11,13
44,12,13
43,12,14
39,12,13
37,11,13
38,11,12
45,14,15
37,10,14
36,10,11
61,12,12
39,12,13
49,12,13
41,9,12
40,11,12
41,11,12
65,10,11
38,11,11
39,11,12
40,13,14
35,11,14
41,13,14
42,11,15
101,13,15
51,12,14
49,13,14
96,11,14
47,15,15
53,12,15
44,11,13
37,12,13
40,13,14
40,12,14
63,12,14
36,11,14
41,12,14
35,12,13
66,11,14
49,11,12
38,12,12
37,11,13
50,12,13
39,12,14
63,13,13
33,10,13
48,12,12
83,11,13
86,14,15
37,13,17
42,14,16
46,14,15
45,14,16
40,13,15
37,12,15
73,14,15
61,14,16
50,14,16
36,10,14
41,13,14
38,12,15
37,10,12
35,11,11
37,12,13
38,13,14
38,11,13
35,11,12
40,11,12
40,12,13
43,12,14
47,13,14
42,12,14
43,12,12
44,11,12
38,9,12
43,11,12
38,13,14
62,11,14
41,12,12
48,10,12
94,11,12
94,12,13
51,11,12
47,15,16
32,13,16
48,13,15
60,11,14
46,12,13
50,13,15
51,12,15
42,13,15
52,11,14
63,13,13
61,12,14
41,12,13
46,10,13
38,10,10
48,14,14
41,13,16
40,12,14
37,12,14
39,12,13
37,11,12
40,11,12
42,13,14
63,15,16
38,12,16
36,12,14
49,13,14
36,12,14
43,12,14
36,12,15
38,12,14
39,13,15
42,12,14
40,11,13
41,10,12
38,11,11
47,13,13
36,12,15
39,13,15
41,11,14
86,11,13
36,12,13
38,10,13
40,14,15
38,11,15
49,12,13
37,11,12
45,13,13
43,11,15
38,12,14
37,12,14
47,12,14
38,12,13
111,13,14
41,10,13
45,12,12
98,13,13
45,10,13
41,12,12
44,13,14
48,13,16
58,10,13
44,12,12
44,11,13
75,10,12
54,14,14
37,13,15
